Heading,Source,Date,Symbol
IndusInd Bank shares in focus after RBI slaps fine on lender,The Economic Times,23 Dec 2024,INDUSINDBK
"RBI imposes fine on Manappuram Finance, IndusInd Bank over non-compliance",Business Standard,20 Dec 2024,INDUSINDBK
"IndusInd Bank aims to offload Rs 1,573 crore of microfinance loans, shares gain",Moneycontrol,27 Dec 2024,INDUSINDBK
"Stocks To Watch: NHPC, Infosys, InterGlobe Aviation, IndusInd Bank, Welspun Corp, Punjab and Sind Bank, Piramal Enterprises, Shriram Finance",Financial Express,19 Dec 2024,INDUSINDBK
"IndusInd Bank to sell MFI retail loan pool worth ₹1,573 crore on cash basis",CNBC TV18,26 Dec 2024,INDUSINDBK
RBI fines IndusInd Bank ₹27 lakh over non-compliance,Mint,20 Dec 2024,INDUSINDBK
IndusInd Bank shares hit new 52-week low; market cap falls behind THESE 3 banks,ET Now,13 Dec 2024,INDUSINDBK
"Stocks in news today: DAM Capital, Mamata Machinery, SKF India, Mazagon, Jubilant Foods & IndusInd Bank",Business Today,27 Dec 2024,INDUSINDBK
"IndusInd Bank shares up 2% after lender puts Rs 1,573 crore in MFI loans for sale",The Economic Times,27 Dec 2024,INDUSINDBK
"Nestle India, Asian Paints, IndusInd Bank: Three Nifty 50 stocks hit 52-week lows today; what's driving...",Moneycontrol,19 Dec 2024,INDUSINDBK
