Heading,Source,Date,Symbol
"Divi's Lab, LTIMindtree shares jump despite exclusion from Nifty 50 index",Moneycontrol,26 Aug 2024,DIVISLAB
Divi's Labs shares jump 5% as US court stays FDA approval for Entresto drug,Business Standard,21 Aug 2024,DIVISLAB
"Nifty Pharma sits at record high, outperforms Nifty 50 with over 10% growth in one month; Divi's Lab among top gainers",Mint,21 Aug 2024,DIVISLAB
Best Pharma Stock: Divis Laboratories vs Dr Reddy's vs Lupin,Equitymaster,8 Aug 2024,DIVISLAB
"Nifty Rejig: Trent, BEL to replace Divi’s Lab, LTI Mindtree on Nifty from Sep 30",Financial Express,23 Aug 2024,DIVISLAB
"Nifty50 rejig: Trent, Bharat Electronics enter, LTIMindtree, Divi's Labs make exit",The Economic Times,23 Aug 2024,DIVISLAB
"3 stock recommendations by analysts for August 29, 2024: Indian Bank, Divi's Labs and Granules India",BUSINESS TODAY,29 Aug 2024,DIVISLAB
"Bharat Electronics, Trent to replace Divis Labs, LTIMindtree in Nifty 50 from September 30",Moneycontrol,23 Aug 2024,DIVISLAB
"F&O Insights: IPCA, Divis Lab see bullish bets; 24,700 the key for Nifty",Business Standard,22 Aug 2024,DIVISLAB
Dr Reddy’s Labs most valued family business from Telangana,Times of India,9 Aug 2024,DIVISLAB
