Heading,Source,Date,Symbol
"Power Grid Corp Q2 results: Net profit almost flat at Rs 3,793 cr",Business Standard,6 Nov 2024,POWERGRID
"Power Grid Corp Q2 results: Net profit rises 0.3% YoY to ₹3,793 crore; company declares ₹4.5/share interim dividend",Mint,6 Nov 2024,POWERGRID
Power Grid shares: Here are Maharatna PSU's stock price targets post flattish Q2 profit,Business Today,11 Nov 2024,POWERGRID
Power Grid Corporation of India Limited (NSE:POWERGRID) Will Pay A ₹4.50 Dividend In Three Days,Simply Wall Street,10 Nov 2024,POWERGRID
"Power Grid Q2 results FY 2024-25: PSU announces dividend in quarterly earnings – Check record date, payment date",ET Now,6 Nov 2024,POWERGRID
"KEC International secures ₹1,704 crore turnkey orders from Power Grid Corporation",CNBC TV18,27 Nov 2024,POWERGRID
Power Grid Dividend 2024: PSU announces interim dividend of Rs 4.5 - Check record date and other details,Zee Business,6 Nov 2024,POWERGRID
"Stock Radar: Tata Steel, Apollo Hospitals, Power Grid, Polycab India, Wockhardt, Avalon Tech, Delta Corp...",Moneycontrol,7 Nov 2024,POWERGRID
"BHEL, Hitachi Energy India shares rally up to 9% on receiving work order from Power Grid",The Economic Times,26 Nov 2024,POWERGRID
"Stocks to watch on November 26: Power Grid, BHEL, HUL, HDFC Life, Zomato, Vi, Adani Energy, Adani Ports, and more",Upstox,25 Nov 2024,POWERGRID
