Heading,Source,Date,Symbol
"Life insurance stocks fall; HDFC Life, SBI Life, Max Financial dip up to 7%",Business Standard,28 Nov 2024,HDFCLIFE
"HDFC Life, SBI Life: Why did insurance stocks take big hit today?",Business Today,28 Nov 2024,HDFCLIFE
"Why LIC share price is ascending despite fall in SBI Life, HDFC Life, ICICI Prudential Life & other insurance stocks",Mint,28 Nov 2024,HDFCLIFE
SBI Life & other insurance stocks tumble up to 8%. Here's why,The Economic Times,28 Nov 2024,HDFCLIFE
"SBI Life, HDFC Life shares tumble",Financial Express,28 Nov 2024,HDFCLIFE
"SBI Life, HDFC Life stocks fall as FM Sitharaman advises banks to deter from selling insurance and focus...",Moneycontrol,19 Nov 2024,HDFCLIFE
HDFC Life Insurance Company refutes speculation on Bancassurance regulation changes,CNBC TV18,28 Nov 2024,HDFCLIFE
"HDFC Life, SBI Life stock tumbles over 6% amid reports of IRDAI plan to introduce cap on insurance business emerging from banks",Upstox,28 Nov 2024,HDFCLIFE
"HDFC Life Insurance faces data breach, assessing potential impact",The Economic Times,25 Nov 2024,HDFCLIFE
Would be nirvana to have all regulatory changes at start of the year: HDFC Life MD & CEO,Moneycontrol,12 Nov 2024,HDFCLIFE
