Heading,Source,Date,Symbol
Adani Ports and Special Economic Zone Shares Decline 2.58% Amid Volume Surge,Moneycontrol,25 Apr 2025,ADANIPORTS
"Adani Ports, Home First Finance are among key companies to consider dividend today",Mint,1 month ago,ADANIPORTS
"Adani Ports and Special Economic Zone Limited (APSEZ) posts record Rs 11,061 crore profit in FY25, up 37%",Times of India,1 month ago,ADANIPORTS
Adani Ports Q4 Results FY2025: PAT zooms 50% to Rs 3023 cr; Rs 7 dividend declared,ET Now,1 month ago,ADANIPORTS
"Adani Ports Q4 results: PAT jumps 48% to ₹3,014 cr, dividend announced",Business Standard,1 month ago,ADANIPORTS
Adani Ports board meeting on April 17 to consider a preferential issue of shares,CNBC TV18,15 Apr 2025,ADANIPORTS
"Dividend Alert: Adani Ports To Announce Q4 Results, Final Dividend on THIS Date; Should You Buy?",Goodreturns,1 month ago,ADANIPORTS
Adani Ports handles record high cargo volume in March 2025; stock reacts,Business Today,2 Apr 2025,ADANIPORTS
Adani Ports acquires 50 MTPA capacity Australian terminal in non-cash deal,Fortune India,17 Apr 2025,ADANIPORTS
"Adani Ports Q4 Results: Profit rises by 47.78%, cargo volume surges; Rs 7 dividend declared",Financial Express,1 month ago,ADANIPORTS
