Heading,Source,Date,Symbol
"Here's why Dr. Reddy's share slipped 8%, hit 52-week low on Monday, April 7",Business Standard,7 Apr 2025,DRREDDY
"TCS, Dr Reddy's Labs among 6 large and mid-cap stocks that hit 52-week lows on Friday",The Economic Times,4 Apr 2025,DRREDDY
Kyndryl partners with Dr. Reddy’s Laboratories to implement advanced IT solutions,Kyndryl,7 Apr 2025,DRREDDY
"Dr Reddys Laboratories Shares Experience Volume Surge, Up by 1.18%",Moneycontrol,1 month ago,DRREDDY
Dr Reddy’s layoffs: Pharma major to cut workforce cost by 25%? Here's what the drugmaker says,Mint,15 Apr 2025,DRREDDY
Stocks to buy for short term: Market experts recommend 5 largecap stocks; check out targets,Zee Business,3 Apr 2025,DRREDDY
Dr Reddy's to cut workforce by 25%; high-salaried workers to be impacted: Report - Hindustan Times,Hindustan Times,14 Apr 2025,DRREDDY
"Dr Reddy's gets over Rs 2,395 crore show cause notice from I-T authority",Business Standard,5 Apr 2025,DRREDDY
Dr Reddys Laboratories Shares Surge 2.90% Amid Volume Spike,Moneycontrol,15 Apr 2025,DRREDDY
Dr. Reddy’s Laboratories shares in focus on denial of workforce reduction,The Economic Times,15 Apr 2025,DRREDDY
